如图，E、F分别是正方形SD1DD2的边D1D,DD2的中点，沿SE、SF、EF将它折成一个几何体，使D1,D,D2重合，记作D，给出下列位置关系：①SD面EFD ； ②SE面EFD；③DFSE；④EF面SE其中成立的有（）,①与②,①与③,②与③,③与④,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/otoqv3kd5d2.png,3kd5d2.png
阅读如图所示的程序框图，如果输入的n的值为6，那么运行相应程序，输出的n的值为（）,3,5,10,16,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/03owlolkqts.png,olkqts.png
阅读右边的程序框图，运行相应的程序，输出的S值为（）,15,14,7,6,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/xyuhnxxwu2p.png,xxwu2p.png
算法的三种基本结构是（　　）,顺序结构、条件结构、循环结构,顺序结构、流程结构、循环结构,顺序结构、分支结构、流程结构,流程结构、循环结构、分支结构,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/fmfgdcsi55e.png,csi55e.png
将十进制数93化为二进制数为（　　）,1110101,1010101,1111001,1011101,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/jyzuiioztvt.png,ioztvt.png
用辗转相除法求294和84的最大公约数时，需要做除法的次数是( ),1,2,3,4,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/4r0zfvm4asw.png,vm4asw.png
执行如图所示的程序框图，若输出的的值为，则图中判断框内①处应填（）,3,4,5,6,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/b5uwkuxjcdq.png,uxjcdq.png
执行右图所示的程序框图，则输出的结果是（）,5,7,9,11,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/ehnyijel5q1.png,jel5q1.png
把77化成四进制数的末位数字为（　　）,4,3,2,1,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/gqy5alezjja.png,lezjja.png
下列描述不是解决问题的算法的是（　　）,从中山到北京先坐汽车，再坐火车,解一元一次方程的步骤是去分母、去括号、移项、合并同类项、化系数为1,方程x<sup>2</sup>﹣4x+3=0有两个不等的实根,解不等式ax+3＞0时，第一步移项，第二步讨论,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/kqt2joi54z5.png,oi54z5.png
一个算法步骤如下：S1  ， S取值0，i取值1；S2  ， 如果i≤10，则执行S3  ， 否则执行S6；S3  ， 计算S＋i并将结果代替S；S4  ， 用i＋2的值代替i；S5  ， 转去执行S2；S6  ， 输出S.运行以上步骤后输出的结果S＝( ),16,25,36,以上均不对,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/dglnp1ieqjg.png,1ieqjg.png
二进制数10111转化为五进制数是（　　）,41,25,21,43,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/ulddvstrq2d.png,strq2d.png
为了在运行下面的程序之后得到输出16，键盘输入x应该是（）INPUT xIF x<0 THENy=(x+1)*(x+1)ELSEy=(x-1)*(x-1)END IFPRINT yEND,3或-3,-5,5或-3,5或-5,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/ytbjkvjtlfx.png,vjtlfx.png
当输入a的值为-2,b的值为-3时，右边的程序运行的结果是（）,-2,-1,1,2,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/xk43y4ylfyk.png,4ylfyk.png
如果执行框图，输入N=5，则输出的数等于（）,img src="/files/attach/files/content/2019/1030/ax0cyws014h.png",img src="/files/attach/files/content/2019/1030/rcm5ow534ig.png",img src="/files/attach/files/content/2019/1030/ml4xi0tqdff.png",img src="/files/attach/files/content/2019/1030/a1ijedydfcj.png",D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/o1tfbih5rq5.png,ih5rq5.png
执行如图所示的程序框图，若输入的x的值为2，则输出的x的值为（ ）,3,126,127,128,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/ncbbayj3cks.png,yj3cks.png
把十进制数15化为二进制数为（　　）,1011,1001<sub>（2）</sub,1111<sub>（2）</sub,1111,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/utmspobspty.png,obspty.png
把38化为二进制数为（ ）,101010<sub>（</sub><sub>2</sub><sub>）</sub,100110<sub>（</sub><sub>2</sub><sub>）</sub,110100<sub>（</sub><sub>2</sub><sub>）</sub,110010<sub>（</sub><sub>2</sub><sub>）</sub,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/50t0wuq5ljz.png,uq5ljz.png
某程序框图如图所示，若该程序运行后输出的值是,则（ ）,a=4　　　,a=5　　　,a=6,a=7,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/wosvhm0n4a3.png,m0n4a3.png
已知计算机中的某些存储器有如下特性：若存储器中原有数据个数为m个，则从存储器中取出n个数据后，此存储器中的数据个数为m﹣n个；若存储器中原有数据为m个，则将n个数据存入存储器后，此存储器中的数据个数为m+n个．现已知计算机中A、B、C三个存储器中的数据个数均为0，计算机有如下操作：第一次运算：在每个存储器中都存入个数相同且个数不小于2的数据；第二次运算：从A存储器中取出2个数据，将这2个数据存入B存储器中；第三次运算：从C存储器中取出1个数据，将这1个数据存入B存储器中；第四次运算：从B存储器中取出A存储器中个数相同的数据，将取出的数据存入A存储器，则这时存储器B中的数据个数是（　　）,8,7,6,5,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/wsa3sawiinj.png,awiinj.png
用秦九韶算法计算多项式f（x）=3x6+4x5+5x4+6x3+7x2+8x+1，当x=0.4时的值时，需要做乘法和加法的次数分别是（　　）,6，6,5，6,5，5,6，5,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/5ystovezktk.png,vezktk.png
读程序，当输出的值  的范围大于1时，则输入的  值的取值范围是（ ）,img src="/files/attach/files/content/2019/1030/fbsn1bbftnf.png",img src="/files/attach/files/content/2019/1030/2c5ic1m0dwx.png",img src="/files/attach/files/content/2019/1030/kyvchy5icrk.png",img src="/files/attach/files/content/2019/1030/mr5g40pzsbu.png",C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/ix5eofodtvq.png,fodtvq.png
右面的程序框图5，如果输入三个实数a、b、c，要求输出这三个数中最大的数，那么在空白的判断框中，应该填入下面四个选项中的（）,c &gt; x,x &gt; c,c &gt;a,b &gt; c,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/2s2ajyw4heh.png,yw4heh.png
将数30012（4）转化为十进制数为（　　）,524,774,256,260,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/qf0ohc0bart.png,c0bart.png
下列各式中T的值不能用算法求解的是（　　）,T=1<sup>2</sup>+2<sup>2</sup>+3<sup>2</sup>+4<sup>2</sup>+…+100<sup>2</su,T=<img src="/files/attach/files/content/2019/1030/kw2t5lp0trk.png"/>+<img src="/files/attach/files/content/2019/1030/x4zvo3w12ph.png"/>+<img src="/files/attach/files/content/2019/1030/5oyouvrxekj.png"/>+<img src="/files/attach/files/content/2019/1030/zh1posni1zj.png"/>+…+<img src="/files/attach/files/content/2019/1030/4hafjxusjhi.png",T=1+2+3+4+5+…,T=1﹣2+3﹣4+5﹣6+…+99﹣100,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/y4efkjqn5sd.png,jqn5sd.png
在算法中，流程图有三大基本结构，以下哪个不在其中（　　）,顺序结构,选择结构,判断结构,循环结构,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/3cotc1rnqkk.png,1rnqkk.png
对于算法的三种基本逻辑结构，下面说法正确的是（　　）,一个算法只能含有一种逻辑结构,一个算法最多可以包含两种逻辑结构,一个算法必须含有上述三种逻辑结构,一个算法可以含有上述三种逻辑结构的任意组合,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/0y2mfw30riv.png,w30riv.png
算法作用之一是使计算机代替人完成某项工作.算法设计中有多种结构,常用有（ ）种.,1,2,3,4,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/u0ch1dzy4yo.png,dzy4yo.png
对任意实数x,y，定义运算  ， 其中a,b,c是常数，等式右边的运算是通常的加法和乘法运算。已知  ， 并且有一个非零常数m，使得对任意实数x，都有  ， 则m的值是（）,-4,4,-5,6,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/1dxbfjfldpr.png,jfldpr.png
已知下列说法：①算法执行后一定产生确定的结果；②输入语句中必须写出“提示内容”；③在生长期内人的身高与年龄成正相关；④样本容量很大的频率分布直方图就是总体密度曲线；其中正确的个数是( ),0,1,2,3,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/i1sgbu0aqkx.png,u0aqkx.png
下列算法的理解不正确的是（　　）,算法需要一步步执行，且每一步都能得到唯一的结果,算法的一个共同特点是对一类问题都有效而不是个别问题,任何问题都可以用算法来解决,算法一般是机械的，有时要进行大量重复的计算，它的优点是一种通法,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/0we01f2lidv.png,f2lidv.png
下列说法正确的个数（　　）①任何一个算法都包含顺序结构；②条件结构中一定包含循环结构；③循环结构中一定包含条件结构；④算法可以无限地操作不停止．,1,2,3,4,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/uvrfy1xkcbr.png,1xkcbr.png
下边程序框图的算法思路源于我国古代数学名著《九章算术》中的“更相减损术”，执行该程序框图，若输出的  ，则输入的  可能是（ ）,15,18,14,18,12,18,9,18,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/4cp20wjuvh0.png,wjuvh0.png
根据给出的算法框图，计算( ),0,1,2,4,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/qy3qxgfq2pt.png,gfq2pt.png
执行右边程序语句的过程中，执行循环体的次数是（） i=1 Do i=i+1 i=i*i Loop while i＜10 输出 i,0,1,2,3,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/1fr0mdfq0dx.png,dfq0dx.png
根据如图所示的程序，当输入a，b分别为2，3时，最后输出的m的值是（）,0,2,3,1,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/hj0l1bifotb.png,bifotb.png
南宋数学家秦九韶早在《数书九章》中就独立创造了已知三角形三边求其面积的公式：“以小斜幂并大斜幂，减中斜幂，余半之，自乘于上，以小斜幂乘大斜幂减之，以四约之，为实，一为从隅，开方得积.”（即：  ，  ），并举例“问沙田一段，有三斜（边），其小斜一十三里，中斜一十四里，大斜一十五里，欲知为田几何？”则该三角形田面积为（ ）,82平方里,83平方里,84平方里,85平方里,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/pt3hbhlfu3p.png,hlfu3p.png
用秦九韶算法求n次多项式f(x)=anxn+an-1xn-1+…+a1x+a0,当x=x0时,求f(x0)需要算乘方、乘法、加法的次数分别为( ),img src="/files/attach/files/content/2019/1030/pyms0chx0bk.png"/> ,n,n,n,2<sup>n</sup>,n,0,2<sup>n</sup>,n,0,n,n,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/ebafegd15ws.png,gd15ws.png
用秦九韶算法求多项式f（x）=1+2x+x2﹣3x3+2x4在x=﹣1时的值，v2的结果是（　　）,-4,-1,5,6,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/fku1r1vkzjs.png,1vkzjs.png
将右图算法语句（其中常数e是自然对数的底数）当输入x为3时，输出y的值为（）输入xIFxe THEN y=0.5+0.5*(x-2)ELSE y=0.5*xEND IF输出y,1,1.5,2,0.859141,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/i2nnizacn4v.png,zacn4v.png
下列程序语言中，哪一个是输入语句,PRINT,INPUT,THEN,END,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/5l4nqu0zvdt.png,u0zvdt.png
执行如图所示的程序框图，输出的a值为（）,3,5,7,9,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/cd2wiug4qai.png,ug4qai.png
下列给出的赋值语句中，正确的是（）,x=1,x=x+2,x=y=5,y=x+2,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/f111hgzsxxi.png,gzsxxi.png
阅读下面程序框图，则输出结果s的值为 ( ),img src="/files/attach/files/content/2019/1030/dxvkgjjkbd4.png",img src="/files/attach/files/content/2019/1030/c12yhml5m0d.png",img src="/files/attach/files/content/2019/1030/l4fiq2lhnh2.png",img src="/files/attach/files/content/2019/1030/nvsl44qcv3e.png",D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/2m43oabcdys.png,abcdys.png
下列关于基本的逻辑结构说法正确的是（　　）,一个算法一定含有顺序结构,一个算法一定含有选择结构,一个算法一定含有循环结构,以上都不对,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/vmpw5jzvngs.png,jzvngs.png
看下面的四段话，其中是解决问题的算法的是（　　）,把高一5班的同学分成两组，高个子参加篮球赛，矮个子参加拔河比赛,把高一5班的同学分成两组，身高达到170cm的参加篮球赛，不足170cm的参加拔河比赛,做饭必须有米,从2开始写起，后一个数为前一个数与2的和，不断地写，写出所有偶数,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/jb1hfqla3a2.png,qla3a2.png
下列关于算法的说法正确的有( )①求解某一类问题的算法是唯一的；②算法必须在有限步操作之后停止；③算法的每一步操作必须是明确的，不能有歧义；④算法执行后一定产生明确的结果．,1个,2个,3个,4个,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/03ffuo0df2i.png,o0df2i.png
转化为十进制数是( ),46,47,66,67,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/xrt04f1uidq.png,f1uidq.png
计算下列各式中S的值，能设计算法求解的是( )① ② ③  (n≥1且n∈N*),①②,①③,②③,①②③,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/0kpoh4vtx4f.png,4vtx4f.png
执行下列程序时，输入＂3＂将会输出的结果为　INPUT “ｘ＝＂；ｘ y=3*x^2-5*xPRINT＂(＂；ｘ；＂，＂；ｙ；＂)＂输入数字＂3＂将会输出的结果为( ),x=3，y=12,(3，12),(x，y),12,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/b1aao2c5hi4.png,2c5hi4.png
1001101（2）与下列哪个值相等（　　）,113<sub>（8）</sub,114<sub>（8）</sub,115<sub>（8）</sub,116<sub>（8）</sub,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/zeamr2fua2f.png,2fua2f.png
下面的结论正确的是（　　）,一个程序的算法步骤是可逆的,一个算法可以无止境地运算下去的,完成一件事情的算法有且只有一种,设计算法要本着简单方便的原则,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/3z3zcaapzxu.png,aapzxu.png
以下关于算法的说法正确的是（　　）,描述算法可以有不同的方式，可用形式语言也可用其它语言,算法可以看成按照要求设计好的有限的确切的计算序列，并且这样的步骤或序列只能解决当前问题,算法过程要一步一步执行，每一步执行的操作必须确切，不能含混不清，而且经过有限步或无限步后能得出结果,算法要求按部就班地做，每一步可以有不同的结果,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/olwzrfugkjx.png,fugkjx.png
在程序框图中，图形符号”平行四边形”可用于（　　）,输出,赋值,判断,结束算法,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/onjdy04gkc3.png,04gkc3.png
算法是指可以用计算机来解决的某一类问题的程序或步骤，它不具有（ ）,有限性,明确性,有效性,无限性,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/eztjajghcwh.png,jghcwh.png
四位二进制数能表示的最大十进制数是（）,4,15,64,127,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/pvnustmufxi.png,tmufxi.png
下列关于算法的说法不正确的是（　　）,算法必须在有限步操作之后停止．,求解某一类问题的算法是唯一的．,算法的每一步必须是明确的．,算法执行后一定产生确定的结果．,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/0ujgzlqfqtv.png,lqfqtv.png
下列各数中最小的数为 ( ),img src="/files/attach/files/content/2019/1030/45gzk3fjdnt.png",img src="/files/attach/files/content/2019/1030/tlubnbt2nlb.png",img src="/files/attach/files/content/2019/1030/0taepj1ebg1.png",img src="/files/attach/files/content/2019/1030/im211jin0cg.png",D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/i0ylybelwd3.png,belwd3.png
下面哪个不是算法的特征（ ）,抽象性,精确性,有穷性,唯一性,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/rcj1alxosfo.png,lxosfo.png
算法的有穷性是指（　　）,算法必须包含输出,算法中每个操作步骤都是可执行的,算法的步骤必须有限,以上说法均不正确,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/cga5fbltsiu.png,bltsiu.png
算法的有穷性是指（　　）,算法的步骤必须有限,算法中每个操作步骤都是可执行的,算法必须包含输出,以上说法均不正确,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/chpqbuhvgmm.png,uhvgmm.png
已知球O的直径为d，求球的表面积的一个算法分下列四步：①计算S=4πR2；②输入球的直径d的值；③计算半径  ；④输出表面积S的值，其中正确的顺序是（ ）,①②③④,②③①④,③②①④,②③④①,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/zl10btjheg2.png,tjheg2.png
早上从起床到出门需要洗脸刷牙(5 min)、刷水壶(2 min)、烧水(8 min)、泡面(3 min)、吃饭(10 min)、听广播(8 min)几个步骤、从下列选项中选最好的一种算法,S1 洗脸刷牙、S2刷水壶、S3 烧水、S4 泡面、S5 吃饭、S6 听广播,S1刷水壶 、S2烧水同时洗脸刷牙、S3泡面、S4吃饭、S5听广播,S1刷水壶 、S2烧水同时洗脸刷牙、S3泡面、S4吃饭 同时 听广播,S1吃饭 同时 听广播、S2泡面、S3烧水同时洗脸刷牙、S4刷水壶,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/lx4qnfwwq1m.png,fwwq1m.png
算法的每一步都应该是确定的，能有效的执行的，并且得到确定的结果，这是指算法的（　　）,有穷性,确定性,普遍性,不唯一性,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/3g02czjrse0.png,zjrse0.png
算法指的是（ ）,某一个具体问题的一系列解决步骤,数学问题的解题过程,某一类问题的一系列解决步骤,计算机程序,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/y1k0wnsvis1.png,nsvis1.png
算法框图中表示判断的是（ ）,img alt="" height="24" src="/files/attach/files/content/2019/1030/lhr30mhso12.png" v:shapes="图片24" width="51",img alt="" height="24" src="/files/attach/files/content/2019/1030/iwutd4so1yf.png" v:shapes="_x0000_i1026" width="69",img alt="" height="26" src="/files/attach/files/content/2019/1030/kf4uqi2mody.png" v:shapes="_x0000_i1027" width="61",img alt="" height="24" src="/files/attach/files/content/2019/1030/mz3qhnfob0v.png" v:shapes="_x0000_i1028" width="62",B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/xzvxnpgpp0m.png,pgpp0m.png
下面的结论正确的是( ),一个程序的算法步骤是可逆的,一个算法可以无止境地运算下去的,完成一件事情的算法有且只有一种,设计算法要本着简单方便的原则,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/gd0the0uv0j.png,e0uv0j.png
用二分法求方程的近似根的算法中要用哪种算法结构（）,顺序结构,条件结构,循环结构,以上都用,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/tsbil25lkgi.png,25lkgi.png
下列各式中S的值不可以用算法求解的是（ ）,S=1+2+3+4,S=1+2+3+4+…,S=1+ <img src="/files/attach/files/content/2019/1030/40mkfiiftfq.png"/> + <img src="/files/attach/files/content/2019/1030/2rse1amqigq.png"/> +…+ <img src="/files/attach/files/content/2019/1030/iglibnihe0x.png",S=1<sup>2</sup>+2<sup>2</sup>+3<sup>2</sup>+…+100<sup>2</su,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/bebrmaj0u1g.png,aj0u1g.png
下列计算S的值的选项中，不能设计算法求解的是（　　）,S=1+2+3+…+90,S=1+2+3+4,S=1+2+3+…+n（n≥2且n∈N）,S=1<sup>2</sup>+2<sup>2</sup>+3<sup>2</sup>+…+100<sup>2</su,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/x0bz45pwmxk.png,5pwmxk.png
中心角为135°的扇形，其面积为S1  ， 其围成的圆锥的全面积为S2  ， 则=（　　）,img src="/files/attach/files/content/2019/1030/lnhhnvfbbic.png",img src="/files/attach/files/content/2019/1030/u1chjk3dem2.png",img src="/files/attach/files/content/2019/1030/bviz4odb1aw.png",img src="/files/attach/files/content/2019/1030/4dnydzpavpy.png",C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/sxjzoqf0hdk.png,qf0hdk.png
若sinα＞0，且tanα＜0，则角α的终边位于（　　）,第一象限,第二象限,第三象限,第四象限,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/q0x1uqfrcc0.png,qfrcc0.png
点位于（）,第一象限,第二象限,第三象限,第四象限,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/4ujj5bogtvi.png,bogtvi.png
若角α是第四象限的角，则（　　）,sinα＞0,cosα＞0,tanα＞0,cotα＞0,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/z2uouwfpxgs.png,wfpxgs.png
下列角中，终边在y轴正半轴上的是（　　）,img src="/files/attach/files/content/2019/1030/y4cgdlksfiv.png",img src="/files/attach/files/content/2019/1030/hjzn54qzigq.png",π,img src="/files/attach/files/content/2019/1030/5c4qwcjdaj0.png",B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/tba2gflurjc.png,flurjc.png
把化成的形式是（）,sub><img src="/files/attach/files/content/2019/1030/orhy4c332iq.png"/></sub,img src="/files/attach/files/content/2019/1030/wv3n2zot3ca.png",img src="/files/attach/files/content/2019/1030/kghja33gpn3.png",img src="/files/attach/files/content/2019/1030/wpbvtn1cuag.png",D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/xcyw3xeuo2u.png,xeuo2u.png
下列说法中正确的是(　　),第一象限角一定不是负角,－831°是第四象限角,钝角一定是第二象限角,终边与始边均相同的角一定相等,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/tq3rqs1zies.png,s1zies.png
在0到2π范围内，与角-,终边相同的角是（　　）,img src="/files/attach/files/content/2019/1030/m0xthsyfcag.png",img src="/files/attach/files/content/2019/1030/b3nsrelnksy.png",img src="/files/attach/files/content/2019/1030/lf2jimu2r54.png",img src="/files/attach/files/content/2019/1030/cbtprl1hamw.png",C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/reqhkp5odqy.png,p5odqy.png
若sin2α＞0，且cosα＜0，则角α是（　　）,第一象限角,第二象限角,第三象限角,第四象限角,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/qo3uha4blse.png,a4blse.png
1920°转化为弧度数为（　　）,img src="/files/attach/files/content/2019/1030/en3x454rj4n.png",img src="/files/attach/files/content/2019/1030/m0m0ya3ctjt.png",img src="/files/attach/files/content/2019/1030/en3x454rj4n.png"/>π,img src="/files/attach/files/content/2019/1030/m0m0ya3ctjt.png"/>π,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/iyzjo2kyitd.png,2kyitd.png
下列命题中正确的是（　　）,第一象限角必是锐角,终边相同的角相等,相等的角终边必相同,不相等的角其终边必不相同,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/sjmxer4wpst.png,r4wpst.png
角α=2，则α所在象限角为（　　）,第一象限,第二象限,第三象限,第四象限,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/jezbz4u4fhj.png,4u4fhj.png
与角﹣终边相同的一个角是（　　）,img src="/files/attach/files/content/2019/1030/atzeoqpltif.png",img src="/files/attach/files/content/2019/1030/icqfmixi54p.png",img src="/files/attach/files/content/2019/1030/zq44bmiieea.png",img src="/files/attach/files/content/2019/1030/pxfugdfrvdx.png",D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/ow0o0f11xdl.png,f11xdl.png
在平面直角坐标系中，  是圆  上的四段弧（如图），点P在其中一段上，角  以Ox为始边，OP为终边.若tanα,img src="/files/attach/files/content/2019/1030/by2xx0qspen.png",img src="/files/attach/files/content/2019/1030/k0i5j3qhlq4.png",img src="/files/attach/files/content/2019/1030/0ybsmwopz4u.png",img src="/files/attach/files/content/2019/1030/2dyyh13mbq0.png",C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/pku4lf3mxsp.png,f3mxsp.png
已知α是第二象限角，则是（　　）,第一象限角,第二象限角,第一或第二象限角　　　　　　　,第一或第三象限角,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/upvn40zx5yo.png,0zx5yo.png
若角α与角β的终边关于y轴对称，则（　　）,α+β=π+kπ（k∈Z）,α+β=π+2kπ（k∈Z）,α+β=<img src="/files/attach/files/content/2019/1030/jja2ooojd1z.png"/>+kπ（k∈Z）,α+β=<img src="/files/attach/files/content/2019/1030/jja2ooojd1z.png"/>+2kπ（k∈Z）,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/oetgbmvnc1c.png,mvnc1c.png
已知θ是锐角，那么2θ是（　　）,第一象限角,第二象限角,小于180°的正角,第一或第二象限角,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/pcrsxwnlb02.png,wnlb02.png
400°角终边所在象限是（　　）,第一象限,第二象限,第三象限,第四象限,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/2efge42tf3v.png,42tf3v.png
在下列各组角中，终边不相同的一组是(　　),60°与－300°,230°与950°,1050°与－300°,－1000°与80°,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/vhsztutzcmt.png,utzcmt.png
下列说法中，正确的是（　　）,第二象限的角是钝角,第三象限的角必大于第二象限的角,﹣831°是第二象限角,﹣95°20′，984°40′，264°40′是终边相同的角,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/seaxae5scod.png,e5scod.png
若点坐标为  ， 则点在（）,第一象限,第二象限,第三象限,第四象限,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/hq0tonqa4uh.png,nqa4uh.png
若一扇形的圆心角为30°，弧长为π，则其半径为（　　）,3,6,3π,img src="/files/attach/files/content/2019/1030/az2vn2mupmk.png",B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/jv0533riywn.png,3riywn.png
已知cosθtanθ＜0，那么角θ是（　　）,第一或第二象限角,第二或第三象限角,第三或第四象限角,第一或第四象限角,C,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/bvd2fuikefu.png,uikefu.png
已知tanα＞0且sinα+cosα＞0，则α的终边在（　　）,第一象限,第二象限,第三象限,第四象限,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/o4yyazo2yyc.png,zo2yyc.png
下列命题正确的是（　　）,第一象限角是锐角,钝角是第二象限角,终边相同的角一定相等,不相等的角，它们终边必不相同,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/rlyozwoifsw.png,woifsw.png
角﹣2015°所在的象限为（　　）,第一象限,第二象限,第三象限,第四象限,B,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/qgwioxbbd1x.png,xbbd1x.png
已知  ， 且x是第三象限角，则的值为（）,img src="/files/attach/files/content/2019/1030/0rnatwjmbzl.png",img src="/files/attach/files/content/2019/1030/wldkmg2jyu0.png",img src="/files/attach/files/content/2019/1030/skzqedrujx1.png",img src="/files/attach/files/content/2019/1030/t4ciprox4um.png",D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/0qd2usnryqs.png,snryqs.png
1120°角所在象限是（　　）,第一象限,第二象限,第三象限,第四象限,A,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/m4ieafp2ftz.png,fp2ftz.png
下列说法正确的是（　　）,一弧度就是一度的圆心角所对的弧,一弧度是长度为半径的弧,一弧度是一度的弧与一度的角之和,一弧度是长度等于半径的弧所对的圆心角,D,https://gz.shuatiw.com/ias/attach/files/content/2019/1030/ub3djnz4smj.png,nz4smj.png
